date,year,month,month_name,day,day_of_week,country,region,state,city,latitude,longitude,group_name,attack_type,target_type,weapon_type,killed,wounded,casualties,log_casualties,success,suicide,summary
2012-01-05,2012,1,January,5,Thursday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Muslim extremists,Bombing/Explosion,Private Citizens & Property,Explosives,6.0,19.0,25.0,3.258096538021482,1,0,"01/05/2012: An explosive device attached to a motorcycle detonated near a group of day laborers waiting to board a bus in Sadr city neighborhood, Baghdad city, Baghdad governorate, Iraq. Eight people were killed and 10 injured in this attack. This was one of five similar attacks in Iraq on this date. No group claimed responsibility for the incident, but sources suspected Sunnis."
2012-01-05,2012,1,January,5,Thursday,Iraq,Middle East & North Africa,Al Anbar,Al-Kazimiyah,33.31385,44.186691,Muslim extremists,Bombing/Explosion,Private Citizens & Property,Explosives,8.0,16.0,24.0,3.2188758248682006,1,0,"01/05/2012: An explosives-laden vehicle detonated in a public square in Al-Kazimiyah area, Al Anbar governorate, Iraq. This was one of five attacks against Shias on this date in Iraq and one of two attacks in Al-Kazimiyah. Across the two attacks in Al-Kazimiyah, 15 people were killed and 32 injured. No group claimed responsibility, but sources attributed the incident to Sunnis."
2012-01-07,2012,1,January,7,Saturday,Iraq,Middle East & North Africa,Babil,Mahmudiyah,33.057991,44.354839,Muslim extremists,Bombing/Explosion,Private Citizens & Property,Explosives,2.0,8.0,10.0,2.3978952727983707,1,0,"01/07/2012: A roadside bomb targeting Shia pilgrims walking to Karbala exploded in Mahmudiyah town, Babil governorate, Iraq. Two people were killed and eight injured in the blast. No group claimed responsibility for the incident, but sources suspected Sunni extremists."
2012-01-24,2012,1,January,24,Tuesday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Al-Qaida in Iraq,Assassination,Terrorists/Non-State Militia,Firearms,1.0,0.0,1.0,0.6931471805599453,1,0,"01/24/2012: Mulla Nadhim al-Jubouri, a senior leader for the Sahwa militia and an Al-Qa'ida expert, was shot and killed in Jamis neighborhood, Mansour district, Baghdad governorate, Iraq. No group claimed responsibility, but the Interior Ministry accused Al-Qa'ida in Iraq of complicity in the incident."
2012-02-19,2012,2,February,19,Sunday,Iraq,Middle East & North Africa,Diyala,Baqubah,33.74324,44.623825,Al-Qaida in Iraq,Armed Assault,Private Citizens & Property,Firearms,4.0,0.0,4.0,1.6094379124341003,1,0,"02/19/2012: Gunmen attacked a family of police informers in Baqubah city, Diyala governorate, Iraq. Four family members were killed. No group claimed responsibility for the attack; however, sources suspected Al-Qa'ida in Iraq (AQI)."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.271403,44.493661,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,11.0,12.0,2.5649493574615367,1,0,"02/23/2012: An explosives-laden vehicle detonated near a police checkpoint in Karadah district, Baghdad city, Baghdad governorate, Iraq. One person was killed in the blast and 11 more were injured. This was one of two coordinated attacks at the same location and one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the incidents, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Al-Qaida in Iraq,Armed Assault,Police,Firearms,6.0,3.0,9.0,2.302585092994046,1,0,"02/23/2012: Assailants opened fire on a police checkpoint in Adhamiyah district, Baghdad city, Baghdad governorate, Iraq. Six people were killed and three more injured in the attack. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Saladin,Baiji,34.92485,43.491413,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,3.0,5.0,8.0,2.1972245773362196,1,0,"02/23/2012: An explosives-laden vehicle detonated near the courthouse in Baiji city, Saladin governorate, Iraq. Three people were killed in the blast, and another five were injured. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Saladin,Dujail,33.835629,44.247406,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,3.0,4.0,1.6094379124341003,1,0,"02/23/2012: An explosives-laden vehicle detonated in Al-Dejail city, Saladin governorate, Iraq. One person was killed and three more were injured in the blast. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Saladin,Tuz Khormato,34.881348,44.62513,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,5.0,5.0,1.791759469228055,1,0,"02/23/2012: An explosives-laden vehicle detonated outside of the Patriotic Union of Kurdistan (PUK) office in Tuz Khurmatu city, Saladin governorate, Iraq. Five people were injured in the blast. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Saladin,Sulayman Beg,34.533753,43.483738,Al-Qaida in Iraq,Armed Assault,Government (General),Firearms,2.0,3.0,5.0,1.791759469228055,1,0,"02/23/2012: Assailants opened fire on a government office in Sulaiman Pek district, Saladin governorate, Iraq. Two police officers were killed and three people were injured, including the police chief and head of the municipal council. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Diyala,Baqubah,33.74324,44.623825,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,3.0,8.0,11.0,2.4849066497880004,1,0,"02/23/2012: At least one explosives-laden vehicle detonated in Baqubah city, Diyala governorate, Iraq. At least three people were killed and another eight were injured in the blast. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Diyala,Jalawla,34.271034,45.163567,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,3.0,8.0,11.0,2.4849066497880004,1,0,"02/23/2012: Five explosive devices detonated in the Kurdish area of Jalawla city, Diyala governorate, Iraq. Three people were killed in the blast, and another eight were injured. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,Al-Qaida in Iraq,Bombing/Explosion,Police,Explosives,0.0,10.0,10.0,2.3978952727983707,1,0,"02/23/2012: An explosives-laden vehicle detonated, targeting a police patrol near al-Hajja Sabriya mosque in Kirkuk city, Kirkuks, Iraq. Ten police officers and civilians were injured in the blast. This was one of two similar car bombings in the city and one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Al-Qaida in Iraq,Armed Assault,Military,Firearms,1.0,0.0,1.0,0.6931471805599453,1,0,"02/23/2012: Assailants opened fire on a miltiary checkpoint in al-Arabi district, Mosul city, Nineveh governorate, Iraq. There were no reported casualties resulting from the attack. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Al-Qaida in Iraq,Bombing/Explosion,Food or Water Supply,Explosives,1.0,0.0,1.0,0.6931471805599453,1,0,"02/23/2012: Assailants fired a mortar round, striking a water facility in Mosul city, Nineveh governorate, Iraq. One security guard was killed in the attack, and the facility was damaged. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Saladin,Taji,33.540672,44.251266,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,5.0,5.0,1.791759469228055,1,0,"02/23/2012: A roadside bomb detonated in Taji city, Saladin governorate, Iraq. At least five people were injured in the blast. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Babil,Hillah,32.469238,44.416637,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,5.0,6.0,1.9459101490553132,1,0,"02/23/2012: An explosives-laden vehicle detonated near a government building in Hillah city, Babil governorate, Iraq. One person was killed and another five injured in the blast. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Babil,Al-Nile,32.54855,44.545441,Al-Qaida in Iraq,Bombing/Explosion,Police,Explosives,1.0,2.0,3.0,1.3862943611198906,1,0,"02/23/2012: Two roadside bombs detonated in Al Nile area, Babil governorate, Iraq. The explosion was targeting a police patrol; one police officer was killed and another two were injured. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Diyala,Madain,33.100529,44.584492,Al-Qaida in Iraq,Bombing/Explosion,Police,Explosives,0.0,8.0,8.0,2.1972245773362196,1,0,"02/23/2012: A roadside bomb detonated in Madain city, Diyala governorate, Iraq. At least eight people were injured in the explosion; the majority of the injured were police officers. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Diyala,Balad Ruz,33.693947,45.067425,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,7.0,7.0,2.0794415416798357,1,0,"02/23/2012: An explosives-laden vehicle detonated near security headquarters in Balad Ruz town, Diyala governorate, Iraq. Seven people were injured in the blast. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Kirkuk,Riyadh district,35.244444,43.893056,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,1.0,1.0,0.6931471805599453,1,0,"02/23/2012: An explosive device detonated in a civilian home in Al-Riyadh district, Kirkuk, Iraq. One police officer was wounded. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-02-23,2012,2,February,23,Thursday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Al-Qaida in Iraq,Unknown,Private Citizens & Property,Unknown,2.0,9.0,11.0,2.4849066497880004,1,0,"02/23/2012: An outdoor market was attacked in Dora neighborhood, Al Rashid district, Baghdad city, Baghdad governorate, Iraq. Two people were killed and nine injured. This was one of 32 coordinated incidents across Iraq on the same day. Al-Qa'ida in Iraq (AQI) claimed responsibility for the attacks, stating that they were in retaliation for the torture and genocide that Sunni civilians face in Iraqi prisons."
2012-03-05,2012,3,March,5,Monday,Iraq,Middle East & North Africa,Al Anbar,Hadithah,34.160587,42.37254,Al-Qaida in Iraq,Assassination,Police,Firearms,2.0,0.0,2.0,1.0986122886681098,1,0,"03/05/2012: Assailants killed former police commander Colonel Mohammed Hussein and abducted and subsequently killed one of his bodyguards in Haditha city, Al Anbar governorate, Iraq. This was one of four attacks against police targets in the city on this day, during which 32 people, including assailants, were killed. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents."
2012-03-05,2012,3,March,5,Monday,Iraq,Middle East & North Africa,Al Anbar,Hadithah,34.160587,42.37254,Al-Qaida in Iraq,Armed Assault,Police,Firearms,14.0,0.0,14.0,2.70805020110221,1,0,"03/05/2012: Assailants attacked a police checkpoint near the home of Colonel Mohammaed Hussein in Haditha city, Al Anbar governorate, Iraq. Hussein had been attacked earlier in the day. This was one of four attacks against police targets in the city on this date, during which 32 people, including assailants, were killed. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents."
2012-03-07,2012,3,March,7,Wednesday,Iraq,Middle East & North Africa,Nineveh,Kifah,36.373718,42.451778,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,7.0,8.0,15.0,2.772588722239781,1,0,"03/07/2012: A car bomb exploded outside of a restaurant in the Kifa neighborhood of Tal Afar city, Nineveh governorate, Iraq. This was the first of two attacks, across which 14 people were killed and 15 injured. No group claimed responsibility; however, sources suspected Al-Qa'ida in Iraq (AQI)."
2012-03-19,2012,3,March,19,Monday,Iraq,Middle East & North Africa,Diyala,Baqubah,33.74324,44.623825,Al-Qaida in Iraq,Armed Assault,Police,Firearms,1.0,4.0,5.0,1.791759469228055,1,0,"03/19/2012: Gunmen attacked a checkpoint in Baqubah city, Diyala governorate, Iraq. One police officer was killed and four others wounded. No group claimed responsibility for the attack; however, sources suspected Al-Qa'ida in Iraq (AQI)."
2012-03-20,2012,3,March,20,Tuesday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Al-Qaida in Iraq,Bombing/Explosion,Government (General),Explosives,3.0,8.0,11.0,2.4849066497880004,1,1,"03/20/2012: A suicide bomber in a car detonated their explosive devices outside the Foreign Ministry building in Baghdad city, Baghdad governorate, Iraq. Three people, including the bomber, were killed, and eight others were wounded in the blast. This was one of 17 coordinated attacks across Iraq on this day. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents."
2012-03-20,2012,3,March,20,Tuesday,Iraq,Middle East & North Africa,Karbala,Karbala,32.604393,44.007145,Al-Qaida in Iraq,Bombing/Explosion,Transportation,Explosives,7.0,24.0,31.0,3.4657359027997265,1,0,"03/20/2012: An explosives-laden vehicle detonated in a public location in Karbala city, Karbala governorate, Iraq. This was one of 17 coordinated attacks across Iraq on this day and the first of two attacks at this location. Thirteen people were killed and 48 wounded in both blasts. Al-Qa'ida in Iraq (AQI) claimed responsibility for these incidents."
2012-03-20,2012,3,March,20,Tuesday,Iraq,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,Al-Qaida in Iraq,Bombing/Explosion,Police,Explosives,7.0,21.0,28.0,3.367295829986474,1,0,"03/20/2012: An explosives-laden vehicle detonated outside of a police building in Kirkuk city, Kirkuk, Iraq. This was one of 17 coordinated attacks across Iraq on this day and the first of two attacks at this location. Thirteen people were killed and 42 people were injured across both blasts. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents."
2012-03-20,2012,3,March,20,Tuesday,Iraq,Middle East & North Africa,Babil,Hillah,32.469238,44.416637,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,3.0,31.0,34.0,3.5553480614894135,1,1,"03/20/2012: A suicide bomber in a car detonated their explosives near a coffee shop in Hilla city, Babil governorate, Iraq. Three people were killed and 31 injured. This was one of 17 coordinated attacks across Iraq on this day. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents."
2012-03-20,2012,3,March,20,Tuesday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Al-Qaida in Iraq,Armed Assault,Police,Firearms,3.0,0.0,3.0,1.3862943611198906,1,0,"03/20/2012: Gunmen attacked police guarding a church in Harithiya area, Baghdad governorate, Iraq. A clash ensued, in which three officers were killed. This was one of 17 coordinated attacks across Iraq on this day. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents."
2012-03-20,2012,3,March,20,Tuesday,Iraq,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,Al-Qaida in Iraq,Bombing/Explosion,Military,Explosives,2.0,27.0,29.0,3.4011973816621555,1,0,"03/20/2012: A car bomb detonated near an Iraqi army patrol in Ramadi city, Al Anbar governorate, Iraq. At least two people were killed and at least 27 others injured. This was one of 17 coordinated attacks across Iraq on this day. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents."
2012-03-20,2012,3,March,20,Tuesday,Iraq,Middle East & North Africa,Saladin,Samarra,34.208416,43.890713,Al-Qaida in Iraq,Bombing/Explosion,Police,Explosives,0.0,8.0,8.0,2.1972245773362196,1,0,"03/20/2012: An explosives-laden vehicle targeted a police patrol in Samarra city, Saladin governorate, Iraq. Eight civilians were injured. This was one of 17 coordinated attacks across Iraq on this day. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents."
2012-03-20,2012,3,March,20,Tuesday,Iraq,Middle East & North Africa,Saladin,Baiji,34.92485,43.491413,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,3.0,3.0,1.3862943611198906,1,0,"03/20/2012: An explosives-laden vehicle detonated on the main street of Baiji city, Saladin governorate, Iraq. Three people were injured. This was one of 17 coordinated attacks across Iraq on this day. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents."
2012-03-20,2012,3,March,20,Tuesday,Iraq,Middle East & North Africa,Kirkuk,Daquq,35.137009,44.44664,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,6.0,10.0,16.0,2.833213344056216,1,0,"03/20/2012: An explosives-laden vehicle detonated on a main street in Daquq city, Kirkuk, Iraq. Six people were killed and 10 wounded. This was one of 17 coordinated attacks across Iraq on this day. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents."
2012-03-20,2012,3,March,20,Tuesday,Iraq,Middle East & North Africa,Saladin,Dhuluiya,34.057114,44.218292,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,10.0,10.0,2.3978952727983707,1,0,"03/20/2012: An explosive device detonated in Al Dhuluiyah area, Saladin governorate, Iraq. Ten people were wounded in the blast. This was one of 17 coordinated attacks across Iraq on this day. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents."
2012-03-20,2012,3,March,20,Tuesday,Iraq,Middle East & North Africa,Al Anbar,Fallujah,33.349159,43.784199,Al-Qaida in Iraq,Bombing/Explosion,Police,Explosives,1.0,1.0,2.0,1.0986122886681098,1,0,"03/20/2012: At least one explosive device detonated at a police officer's home in Fallujah city, Al Anbar governorate, Iraq. The officer's wife was killed, and their child was wounded. This was one of 17 coordinated attacks across Iraq on this day. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents."
2012-03-20,2012,3,March,20,Tuesday,Iraq,Middle East & North Africa,Saladin,Tikrit,34.621521,43.668377,Al-Qaida in Iraq,Bombing/Explosion,Educational Institution,Explosives,0.0,4.0,4.0,1.6094379124341003,1,0,"03/20/2012: An explosives-laden vehicle detonated outside of a school in Tikrit city, Saladin governorate, Iraq. Four teachers were wounded. This was one of 17 coordinated attacks across Iraq on this day. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents."
2012-03-20,2012,3,March,20,Tuesday,Iraq,Middle East & North Africa,Babil,Mahmudiyah,33.057991,44.354839,Al-Qaida in Iraq,Bombing/Explosion,Police,Explosives,3.0,12.0,15.0,2.772588722239781,1,0,"03/20/2012: An explosive device attached to a car detonated in Mahmudiya city, Babil governorate, Iraq. The blast, which targeted a police patrol, killed three people and wounded 12 others. This was one of 17 coordinated attacks across Iraq on this day. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents, stating that they were designed to expose the weakness and incompetence of the current Iraqi government."
2012-04-12,2012,4,April,12,Thursday,Iraq,Middle East & North Africa,Kirkuk,Kharbat Aziz,35.278889,43.994167,Al-Naqshabandiya Army,Armed Assault,Police,Firearms,2.0,3.0,5.0,1.791759469228055,1,0,"04/12/2012: Assailants opened fire on a police patrol in Kharbat Aziz village, Kirkuk, Iraq. Two police officers were killed and three other people injured. No group claimed responsibility for this attack; however, police officials attributed it to the al-Naqshabandiya Army."
2012-04-19,2012,4,April,19,Thursday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Al-Qaida in Iraq,Bombing/Explosion,Government (General),Explosives,2.0,4.0,6.0,1.9459101490553132,1,0,"04/19/2012: An explosives-laden vehicle detonated near the convoy of the Iraqi Health Minister, Majid Jamad Amin Jamil, in Baghdad city, Baghdad governorate, Iraq. Two people were killed and four others injured. This was one of 43 coordinated attacks in Iraq on this day, all of which were claimed by Al-Qa'ida in Iraq."
2012-04-19,2012,4,April,19,Thursday,Iraq,Middle East & North Africa,Saladin,Samarra,34.208416,43.890713,Al-Qaida in Iraq,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,2.0,1.0,3.0,1.3862943611198906,1,0,"04/19/2012: An explosives-laden vehicle detonated near a Sahwa Council checkpoint in Samarra city, Saladin governorate, Iraq. Two civilians were killed and one Council member was injured. This was one of 43 coordinated attacks in Iraq on this day and one of two on Sahwa Council checkpoints in Samarra. Al-Qa'ida in Iraq claimed all 43 of the coordinated attacks."
2012-04-19,2012,4,April,19,Thursday,Iraq,Middle East & North Africa,Saladin,Tarmiyah,33.669689,44.381317,Al-Qaida in Iraq,Bombing/Explosion,Military,Explosives,2.0,5.0,7.0,2.0794415416798357,1,1,"04/19/2012: An explosives-laden vehicle detonated near a military checkpoint in Tarmiyah town, Baghdad governorate, Iraq. One assailant and one soldier were killed, and five other soldiers were wounded. This was one of 43 coordinated attacks in Iraq on this day, all of which were claimed by Al-Qa'ida in Iraq."
2012-04-19,2012,4,April,19,Thursday,Iraq,Middle East & North Africa,Diyala,Baqubah,33.74324,44.623825,Al-Qaida in Iraq,Bombing/Explosion,Police,Explosives,2.0,11.0,13.0,2.6390573296152584,1,1,"04/19/2012: A suicide bomber detonated at the entrance of a police officer's house in Baquba city, Diyala governorate, Iraq. One person was killed, and 11 others, including five family members of the officer, were wounded in the attack. This was one of 43 coordinated attacks in Iraq on this day, all of which were claimed by Al-Qa'ida in Iraq."
2012-04-19,2012,4,April,19,Thursday,Iraq,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,Al-Qaida in Iraq,Bombing/Explosion,Police,Explosives,4.0,23.0,27.0,3.332204510175204,1,0,"04/19/2012: An explosives-laden vehicle detonated near the general of the Al-Maqdad police station in Kirkuk city, Kirkuk, Iraq. Four people were killed and 23 others wounded in the blast. This was one of 43 coordinated attacks in Iraq on this day, all of which were claimed by Al-Qa'ida in Iraq."
2012-04-19,2012,4,April,19,Thursday,Iraq,Middle East & North Africa,Kirkuk,Dibis,35.672932,44.070145,Al-Qaida in Iraq,Bombing/Explosion,Military,Explosives,5.0,6.0,11.0,2.4849066497880004,1,0,"04/19/2012: An explosive device detonated in Dibis town, Kirkuk, Iraq. Five people were killed and six others injured in the blast. This was one of 43 coordinated attacks in Iraq on this day, all of which were claimed by Al-Qa'ida in Iraq."
2012-04-19,2012,4,April,19,Thursday,Iraq,Middle East & North Africa,Diyala,Hadid,33.77631,44.555672,Al-Qaida in Iraq,Armed Assault,Police,Firearms,1.0,3.0,4.0,1.6094379124341003,1,0,"04/19/2012: Gunmen attacked a police check point in Al Hadid area, Diyala governorate, Iraq. One police officer was killed and three more injured. This was one of 43 coordinated attacks in Iraq on this day, all of which were claimed by Al-Qa'ida in Iraq."
2012-04-19,2012,4,April,19,Thursday,Iraq,Middle East & North Africa,Diyala,Mansuriyat al Jabal,34.078571,44.959305,Al-Qaida in Iraq,Armed Assault,Terrorists/Non-State Militia,Firearms,1.0,0.0,1.0,0.6931471805599453,1,0,"04/19/2012: Gunmen stormed the home of a Sahwa Council member in Mansuriyat al Jabal area, Diyala governorate, Iraq. The Sahwa member was killed. This was one of 43 coordinated attacks in Iraq on this day, all of which were claimed by Al-Qa'ida in Iraq."
2012-04-19,2012,4,April,19,Thursday,Iraq,Middle East & North Africa,Saladin,Taji,33.540672,44.251266,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,6.0,9.0,15.0,2.772588722239781,1,1,"04/19/2012: A suicide bomber detonated in Taji town, Baghdad governorate, Iraq. Five civilians were killed and nine injured. This was one of 43 coordinated attacks in Iraq on this day, all of which were claimed by Al-Qa'ida in Iraq."
2012-04-19,2012,4,April,19,Thursday,Iraq,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,Al-Qaida in Iraq,Bombing/Explosion,Police,Explosives,2.0,4.0,6.0,1.9459101490553132,1,0,"04/19/2012: An explosives-laden vehicle detonated near a police patrol in Ramadi city, Al Anbar governorate, Iraq. Two police officers were killed and four other people injured. This was one of 43 coordinated attacks in Iraq on this day, all of which were claimed by Al-Qa'ida in Iraq."
2012-04-19,2012,4,April,19,Thursday,Iraq,Middle East & North Africa,Saladin,Ishaqi,34.283333,43.766667,Al-Qaida in Iraq,Bombing/Explosion,Military,Explosives,1.0,0.0,1.0,0.6931471805599453,1,0,"04/19/2012: An explosive device detonated near an army checkpoint in Ishaqi town, Saladin governorate, Iraq. One soldier was killed in the blast. This was one of 43 coordinated attacks in Iraq on this day, all of which were claimed by Al-Qa'ida in Iraq."
2012-04-19,2012,4,April,19,Thursday,Iraq,Middle East & North Africa,Diyala,Al-Mansuriyah,34.068889,44.863056,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,3.0,3.0,1.3862943611198906,1,0,"04/19/2012: An explosive device detonated outside of a private residence in Al Mansuriyah area, Diyala governorate, Iraq. Three people were injured in the incident. This was one of 43 coordinated attacks in Iraq on this day, all of which were claimed by Al-Qa'ida in Iraq."
2012-04-19,2012,4,April,19,Thursday,Iraq,Middle East & North Africa,Diyala,Ghudayb,33.593056,44.501111,Al-Qaida in Iraq,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,3.0,3.0,1.3862943611198906,1,0,"04/19/2012: An explosive device detonated outside of a private residence in Ghudayb area, Diyala governorate, Iraq. Three people were wounded in the attack. This was one of 43 coordinated attacks in Iraq on this day, all of which were claimed by Al-Qa'ida in Iraq."
2012-04-19,2012,4,April,19,Thursday,Iraq,Middle East & North Africa,Saladin,Baiji,34.92485,43.491413,Al-Qaida in Iraq,Bombing/Explosion,Business,Explosives,0.0,1.0,1.0,0.6931471805599453,1,0,"04/19/2012: Assailants fired rocket-propelled grenades at an oil refinery in Baiji city, Saladin governorate, Iraq. One worker was injured in the attack. This was one of 43 coordinated attacks in Iraq on this day, all of which were claimed by Al-Qa'ida in Iraq."
